,Unnamed: 0.1,index,Unnamed: 0,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories,hours,Type
67,69,109,17584,6TciI6uBdrd8z1av1YleLg,Pepe's Mexican Restaurant,254 Orange Ave,Goleta,CA,93117,34.4351655,-119.8286483,3.5,198,"Restaurants, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '9:0-21:0'}",Mexican
68,70,111,17730,TUtf4FLtotdQDleYpRIfnw,California Pizza Kitchen at Santa Barbara,719 Paseo Nuevo,Santa Barbara,CA,93101,34.418802,-119.700585,3,193,"Restaurants, American (Traditional), American (New), Salad, Pizza, Gluten-Free","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",Pizza
71,73,115,18784,Js3m_GdqNUGnEgXJ8WMtfQ,Hana Kitchen,503 State St,Santa Barbara,CA,93101,34.416504,-119.6956177,3,253,"Bubble Tea, Restaurants, Food, Asian Fusion, Vegan, Acai Bowls","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-21:0'}",Chinese
72,74,116,18915,jshnKTsnoXLSez5XD1qo7Q,McDonald's,3940 State St,Santa Barbara,CA,93105,34.440871,-119.753054,2.5,56,"Coffee & Tea, Fast Food, Food, Restaurants, Burgers","{'Monday': '5:0-23:30', 'Tuesday': '5:0-23:30', 'Wednesday': '5:0-23:30', 'Thursday': '5:0-23:30', 'Friday': '5:0-1:0', 'Saturday': '4:0-1:0', 'Sunday': '4:0-23:30'}",Fast Food
74,76,118,19140,2RtyOlU9mwyVisvgOECaDA,Uniboil,"5599 Hollister Ave, Unit C",Goleta,CA,93117,34.4354208,-119.8203772,4,209,"Food, Bubble Tea, Chinese, Restaurants, Asian Fusion, Hot Pot","{'Monday': '0:0-0:0', 'Tuesday': '11:30-20:30', 'Wednesday': '11:30-20:30', 'Thursday': '11:30-20:30', 'Friday': '11:30-20:30', 'Saturday': '11:30-20:30', 'Sunday': '11:30-20:30'}",Chinese
75,77,119,19364,jR3sTUWCPuOCWpdm8Pn-wQ,Sun Sushi,3631 State St,Santa Barbara,CA,93105,34.44019263,-119.7415157,4.5,270,"Restaurants, Japanese, Sushi Bars","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",Japanese
76,78,120,19488,tS47dXDlx9t-6B_F56cKUA,Chipotle Mexican Grill,"3851 State St, Ste A",Santa Barbara,CA,93105,34.43950397,-119.7491599,2,97,"Restaurants, Mexican, Fast Food","{'Monday': '0:0-0:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-22:0'}",Mexican
77,79,125,19947,g5J9OJ5e8SgLYd2DL8_K9w,Disfruta,5777 Hollister Ave,Goleta,CA,93117,34.435557,-119.8261423,4.5,10,"Food Trucks, Food, Restaurants, Mexican","{'Tuesday': '13:30-22:0', 'Wednesday': '13:30-22:0', 'Thursday': '13:30-22:0', 'Friday': '13:30-22:0', 'Saturday': '13:30-22:0', 'Sunday': '13:30-22:0'}",Mexican
78,80,127,20123,onLwomlGswMhhmOEAeAVEg,The Spot,389 Linden Ave,Carpinteria,CA,93013,34.3955078,-119.5229039,3.5,381,"Mexican, American (Traditional), Burgers, Restaurants","{'Monday': '10:0-16:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-17:0'}",Burgers
79,81,128,20181,XHxAIQR-QAz6j1RMaz_J1A,Giovanni's of Santa Barbara,3020 State St,Santa Barbara,CA,93105,34.4405277,-119.7290589,3.5,131,"Pizza, Restaurants, Sandwiches, Salad","{'Monday': '0:0-0:0', 'Tuesday': '14:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",Pizza
80,82,129,20252,nMn4CTJQPXqpgLltYQrxMA,Cajé Coffee Roasters - Haley St,416 E Haley St,Santa Barbara,CA,93101,34.4214524,-119.690428,4.5,240,"Coffee Roasteries, Acai Bowls, Food, Coffee & Tea, Sandwiches, Bagels, Restaurants, Cafes","{'Monday': '7:30-15:0', 'Tuesday': '7:30-15:0', 'Wednesday': '7:30-15:0', 'Thursday': '7:30-15:0', 'Friday': '7:30-15:0', 'Saturday': '7:30-15:0', 'Sunday': '7:30-15:0'}",Coffee
81,83,131,20558,ejqpFQ0dwO7AZhxTO9fySg,Bossie's Kitchen,901 N Milpas St,Santa Barbara,CA,93103,34.4299488,-119.6907914,4.5,140,"Farmers Market, American (Traditional), American (New), Food, Restaurants","{'Monday': '0:0-0:0', 'Wednesday': '17:0-20:30', 'Thursday': '17:0-20:30', 'Friday': '11:30-17:0', 'Saturday': '17:0-20:30', 'Sunday': '17:0-20:0'}",American
82,84,132,20586,tA1IXs5GeNAqnJgaD4ajZA,Rusty's Pizza Parlor,5934 Calle Real,Goleta,CA,93117,34.4418261,-119.8286821,3.5,46,"Restaurants, Salad, Pizza, Chicken Wings","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}",Pizza
84,86,136,21030,FY_FkUeQxVqAjc9V0IAc2Q,Blenders in the Grass,7014 Marketplace Dr,Goleta,CA,93117,34.4293909,-119.8719123,4.5,96,"Food, Juice Bars & Smoothies, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-18:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}",Healthy
85,87,137,21393,PNVbv2kyUIHeJTDPis2gRg,Los Agaves,7024 Market Pl Dr,Goleta,CA,93117,34.42953283,-119.8722388,4,460,"Bars, Mexican, Nightlife, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",Mexican
86,88,138,21725,C-aATB7SbuwMBPN5dgjghQ,Rusty's Pizza Parlor,3731 State St,Santa Barbara,CA,93105,34.4400942,-119.7434636,3,127,"Salad, Sandwiches, Restaurants, Pizza","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}",Pizza
87,89,140,21881,EtM079Cj7-B3G7jPsGYb_Q,Sandbar,514 State St,Santa Barbara,CA,93101,34.417371,-119.695827,3.5,1546,"Nightlife, Arts & Entertainment, Restaurants, Dance Clubs, Bars, Music Venues, Mexican, Sports Bars","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:30', 'Friday': '11:0-1:30', 'Saturday': '9:0-1:30', 'Sunday': '9:0-1:0'}",Mexican
88,90,142,22163,bLnC1_-Kd_Z5qhHNQXCUfQ,Choppa Poke,"7000 Hollister Ave, Ste 102",Goleta,CA,93117,34.43039277,-119.8722246,4,330,"Restaurants, Asian Fusion, Food, Poke, Hawaiian, Seafood","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-15:0', 'Sunday': '11:0-22:0'}",Japanese
89,91,143,22335,jfRq1KtjEGyPoMo9HZVw2Q,The Set,633 E Cabrillo Blvd,Santa Barbara,CA,93103,34.41697172,-119.6770749,3.5,32,"American (Traditional), Restaurants, Bars, Cocktail Bars, Nightlife, American (New), Sandwiches","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-22:0'}",American
90,92,145,22488,23OxrUaCvvVrwSa1z3xG-w,Recipes Bakery & Gifts: An Australian Coffee House,604 Santa Barbara St,Santa Barbara,CA,93101,34.4202441,-119.6946664,4.5,128,"Breakfast & Brunch, Restaurants, Bakeries, Food, Australian","{'Tuesday': '7:30-13:0', 'Wednesday': '7:30-13:0', 'Thursday': '7:30-13:0', 'Friday': '7:30-13:0', 'Saturday': '7:30-13:0'}",Bakery
91,93,147,22763,Slg6Ec2D7vEBRmgVUfwkzQ,Angel Oak,8301 Hollister Ave,Santa Barbara,CA,93117,34.43416308,-119.9202039,4,202,"Restaurants, Seafood, American (New), Steakhouses","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}",Fine Dinning
92,94,148,22794,A2slwG21Uulatt357w58PA,Mojo Asian Fusion Café,"6530 Seville Rd, Ste 103",Isla Vista,CA,93117,34.4119983,-119.8548964,4,98,"Comfort Food, Bubble Tea, Restaurants, Tea Rooms, Asian Fusion, Coffee & Tea, Food","{'Monday': '0:0-0:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '13:0-18:0', 'Saturday': '13:0-18:0', 'Sunday': '12:0-21:0'}",Coffee
93,95,151,22844,8qGe4GQYyZstFhYa0rvpIg,McDonald's,146 S Fairview Ave,Goleta,CA,93117,34.43685978,-119.8301855,2,58,"Food, Burgers, Restaurants, Fast Food, Coffee & Tea","{'Monday': '5:0-0:0', 'Tuesday': '5:0-0:0', 'Wednesday': '5:0-0:0', 'Thursday': '5:0-0:0', 'Friday': '5:0-0:0', 'Saturday': '5:0-0:0', 'Sunday': '5:0-0:0'}",Fast Food
96,98,156,23223,6HTGlttrzCMsuGBHO1ZGiw,Barbareño,205 W Canon Perdido St,Santa Barbara,CA,93101,34.4180454,-119.7029526,4.5,405,"Restaurants, American (New), Barbeque, Food, Sandwiches, Wine Bars, Diners, Bars, Specialty Food, American (Traditional), Nightlife","{'Monday': '0:0-0:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-21:0'}",American
97,99,157,23465,mZ-pJSdAVrBa7ioXVzE7-Q,Marbella,1111 E Cabrillo Blvd,Santa Barbara,CA,93103,34.41765198,-119.6691209,3.5,22,"Tapas/Small Plates, Restaurants, Breakfast & Brunch, Seafood, American (New)","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}",American
98,100,158,23540,3VrqxApK-iwfRohlAuIt0g,Cajun Kitchen Cafe,6025 Calle Real,Goleta,CA,93117,34.44113647,-119.8316262,4,113,"Cajun/Creole, Restaurants, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '6:0-14:30', 'Wednesday': '6:0-14:30', 'Thursday': '6:0-14:30', 'Friday': '6:0-14:30', 'Saturday': '6:0-14:30', 'Sunday': '6:30-14:30'}",Breakfast
100,102,162,24012,BaWVwChTW_MqkKru_WZp3g,Super Cuca's Restaurant,626 W Micheltorena St,Santa Barbara,CA,93101,34.4192829,-119.7158982,4,276,"Restaurants, Mexican","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-22:0'}",Mexican
101,103,164,24201,lu2UpRHLBZfvLG_caNEHKQ,The Natural Cafe,508 State St,Santa Barbara,CA,93101,34.417184,-119.69578,4,566,"Restaurants, Vegetarian, Salad, Coffee & Tea, Tex-Mex, American (Traditional), Burgers, Food, Sandwiches, Mexican, Juice Bars & Smoothies","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-15:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}",Healthy
102,104,165,24403,9xW7LsJpyhVZFRb6z9xorg,Ca' Dario Goleta,"250 Storke Rd, Unit B",Goleta,CA,93117,34.4295404,-119.8692712,4,172,"Pizza, Nightlife, Italian, Bars, Restaurants, Wine Bars","{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-22:0'}",Italian
103,105,166,24423,gsXBNWHWhHv_f9NcwpVajw,Lighthouse Coffee,711 Chapala St,Santa Barbara,CA,93101,34.4176797,-119.6998452,4.5,29,"Restaurants, Coffee & Tea, Breakfast & Brunch, Food, Cafes","{'Monday': '6:0-16:0', 'Tuesday': '6:0-16:0', 'Wednesday': '6:0-16:0', 'Thursday': '6:0-16:0', 'Friday': '6:0-16:0', 'Saturday': '6:0-16:0', 'Sunday': '6:0-16:0'}",Coffee
104,106,168,24777,12Gc4OFQ-WAW0fAk2hRZuQ,Kin Bakeshop,3404 State St,Santa Barbara,CA,93105,34.4406266,-119.7367796,5,25,"Pop-Up Restaurants, Restaurants, Food, Donuts","{'Monday': '0:0-0:0', 'Saturday': '10:0-11:0'}",Bakery
105,107,170,25087,pqF3WkYktbR28uk2PSR7Rg,The Neighborhood Bar,235 W Montecito St,Santa Barbara,CA,93101,34.4117091,-119.6960527,4,240,"Lounges, American (New), Burgers, Cocktail Bars, Bars, Sports Bars, Nightlife, Restaurants","{'Monday': '0:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '16:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-0:0'}",American
106,108,171,25167,rlfWeYI1SLvC8ZKM_OvXWA,A Slice of Woodstock's,UCSB University Center,Santa Barbara,CA,93106,34.411663,-119.847796,4,10,"Pizza, Gluten-Free, Restaurants, Event Planning & Services, Caterers","{'Monday': '0:0-0:0', 'Tuesday': '10:30-15:30', 'Wednesday': '10:30-15:30', 'Thursday': '10:30-15:30', 'Friday': '10:30-15:30'}",Pizza
107,109,172,25173,7kLn2XsFwyJ-yFn4qx40TQ,Buena Onda at Mosaic Locale,1131 State St,Santa Barbara,CA,93101,34.4229213,-119.7044244,4.5,35,"Comfort Food, Bakeries, Food, Desserts, Restaurants, Empanadas, Argentine","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-17:0', 'Saturday': '11:0-16:0', 'Sunday': '11:0-20:0'}",Argentinian
108,110,174,25270,6RBZfirnzE4NahJTn1UPNA,La Super-Rica Taqueria,622 N Milpas St,Santa Barbara,CA,93103,34.4279428,-119.6872838,4,1759,"Restaurants, Mexican","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",Mexican
109,111,175,25280,Q54wPRfbmO8egJeVTmSkYQ,Che Argentinian Empanadas,"4191 Carpinteria Ave, Unit 5",Carpinteria,CA,93013,34.4037868,-119.5339549,5,17,"Latin American, Restaurants, Argentine, Empanadas, Food","{'Thursday': '16:0-20:0', 'Friday': '16:0-21:0', 'Saturday': '12:0-20:30', 'Sunday': '12:0-19:0'}",Argentinian
110,112,177,25614,1U8Kt44FIkC7RnJsNjaMTA,Teru Japanese Cuisine,1305 State St,Santa Barbara,CA,93101,34.42440637,-119.7060601,4.5,34,"Japanese, Restaurants, Beer, Wine & Spirits, Food, Sushi Bars","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}",Japanese
111,113,178,25704,p2kC-cD22QAQzIGD8ZuqFA,Peet's Coffee,3905 State St,Santa Barbara,CA,93105,34.4402406,-119.7516485,4,73,"Coffee & Tea, Restaurants, Food","{'Monday': '6:0-16:0', 'Tuesday': '6:0-16:0', 'Wednesday': '6:0-16:0', 'Thursday': '6:0-16:0', 'Friday': '6:0-16:0', 'Saturday': '6:0-16:0', 'Sunday': '6:0-16:0'}",Coffee
112,114,179,25715,cZ6sHHLv7VSmuFSxP6sQLg,Lao Wang,"6530 Pardall Rd, Ste B",Goleta,CA,93117,34.4132721,-119.85478,3.5,145,"Noodles, Restaurants, Gluten-Free, Creperies, Chinese, Asian Fusion","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",Chinese
113,115,181,26313,tjIIpbimdbi9Lrb-DoIzKg,Kaiju,901 Embarcadero Del Mar,Isla Vista,CA,93117,34.4129239,-119.8573375,4,64,"Food, Asian Fusion, Bubble Tea, Restaurants, Japanese","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '15:0-21:0', 'Sunday': '11:0-21:0'}",Japanese
114,116,183,26487,e-iakFOQCVEEr0-ygBKPog,YoYumYum Frozen Yogurt,1005 Casitas Pass Rd,Carpinteria,CA,93013,34.3957331,-119.5141174,4,42,"Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Restaurants, Specialty Food, Food","{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",Ice Cream & Frozen Yogurt
116,118,185,26848,dQ6d9H7rnFSOSC_FXbJ_FQ,Blenders In the Grass,"315 Meigs Rd, Ste J",Santa Barbara,CA,93109,34.4005756,-119.7227184,4,50,"Juice Bars & Smoothies, Restaurants, Food","{'Monday': '0:0-0:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-18:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}",Healthy
117,119,186,26909,vTXNVK73GOvVb3js4w8SLg,Domino's Pizza,3006 State St,Santa Barbara,CA,93105,34.4405731,-119.7284108,2.5,39,"Restaurants, Pizza, Chicken Wings, Sandwiches","{'Monday': '10:30-0:0', 'Tuesday': '10:30-0:0', 'Wednesday': '10:30-0:0', 'Thursday': '10:30-0:0', 'Friday': '10:30-1:0', 'Saturday': '10:30-1:0', 'Sunday': '10:30-0:0'}",Pizza
118,120,187,26929,7grEnJV48N6BxbEP3uxISA,Mr B Restaurant & Cafe,"140 S Hope Ave, Ste A102",Santa Barbara,CA,93105,34.4367253,-119.748687,4,21,"Food, Restaurants, Middle Eastern, Cafes, Bakeries","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}",Mediterranean
119,121,188,27004,Gg2ZHe57Ztuv8JaFj0mNhw,Dank Bowl Kitchen,901 Embarcadero Del Mar,Isla Vista,CA,93117,34.41288817,-119.8572195,4.5,333,"American (New), Food, Specialty Food, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}",American
120,122,189,27017,cbX2XHrun39yJBND451_oA,Goleta Bakery,5784 Hollister Ave,Goleta,CA,93117,34.4360262,-119.8260964,4,24,"Food, Restaurants, Bakeries, Mexican, Breakfast & Brunch","{'Monday': '5:0-21:0', 'Tuesday': '5:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '5:0-21:0', 'Friday': '5:0-21:0', 'Saturday': '5:0-21:0', 'Sunday': '5:0-17:0'}",Bakery
121,123,190,27153,S7Cl9gYqaC9jlw32yd4_Yg,Starbucks,"3815 State St, Space #G-141",Santa Barbara,CA,93105,34.438351,-119.748331,3,50,"Food, Coffee & Tea, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '5:30-20:0', 'Wednesday': '5:30-20:0', 'Thursday': '5:30-20:0', 'Friday': '5:30-20:0', 'Saturday': '5:30-20:0', 'Sunday': '5:30-20:0'}",Coffee
122,124,192,27431,TeUEijNG9w8m2fNaE7J1TA,TAP Thai Cuisine,"7060 Hollister Ave, Ste 106",Goleta,CA,93117,34.43114666,-119.8737737,3,20,"Thai, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-21:0'}",Thai
123,125,193,28073,cOoTIQ0RcudE1R5aRVZzdw,The Garden Market,3811 Santa Claus Ln,Carpinteria,CA,93013,34.4064277,-119.5472823,3.5,92,"Delis, Restaurants, Grocery, American (New), Cafes, Coffee & Tea, Beer, Wine & Spirits, Food","{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}",Breakfast
124,126,195,28362,L8rhRyXtpq2nCE0il1KN_g,Coral Tree Cafe,5221 Cheadle Hall,Santa Barbara,CA,93190,34.41573463,-119.8466787,3,28,"Cafes, Burgers, Sandwiches, Restaurants","{'Monday': '7:30-17:0', 'Tuesday': '7:30-17:0', 'Wednesday': '7:30-17:0', 'Thursday': '7:30-17:0', 'Friday': '7:30-17:0'}",American
125,127,198,28535,kdowTW3-5Qcr8je9LgItKQ,Little Dom's Seafood,686 Linden Ave,Carpinteria,CA,93013,34.3967319,-119.5206269,4,95,"Restaurants, American (New), Seafood, Italian, Pizza","{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-21:0'}",Seafood
126,128,200,29027,E8tiSAB6O4TPeVdKR0K5Ug,Rusty's Pizza Parlor,414 N Milpas St,Santa Barbara,CA,93103,34.4259023,-119.6843914,3,89,"Pizza, Restaurants, Chicken Wings, Salad, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}",Pizza
127,129,202,29299,M3LZKA-tVFRJyPeKA3_2OA,Merci To Go,1024 Coast Village Rd,Santa Barbara,CA,93108,34.4227834,-119.6518454,4.5,9,"Food, Cafes, Bakeries, Restaurants","{'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-17:0'}",Bakery
128,130,203,29385,CUWituEeIX3xA0xU7X82Ow,Brasil Arts Cafe,"1230 State St, Ste C",Santa Barbara,CA,93101,34.4241338,-119.7053847,4,360,"Juice Bars & Smoothies, Breakfast & Brunch, Brazilian, Restaurants, Food, Salad, Acai Bowls","{'Monday': '17:0-20:30', 'Thursday': '17:0-20:30', 'Friday': '17:0-20:30', 'Saturday': '10:0-21:0', 'Sunday': '10:0-16:0'}",Brazilian
129,131,206,30843,8r_n8JdKQ0gePm2neSkL7A,Sushi Ai,7020 Marketplace Dr,Goleta,CA,93117,34.429533,-119.872188,3,223,"Sushi Bars, Restaurants, Japanese","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}",Japanese
130,132,207,30880,E1R-xslwl7XeTN5lQ7mWPg,Little Kitchen,17 W Ortega St,Santa Barbara,CA,93101,34.417947,-119.6984853,4.5,272,"Breakfast & Brunch, Diners, Nightlife, Restaurants, Comfort Food, American (New), Burgers, Salad","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-21:0'}",American
131,133,209,31117,YGgGefpPTFhgthvQvMAGoQ,Lito's Take  Out,514 E Haley St,Santa Barbara,CA,93103,34.4224118,-119.6893092,4,286,"Food, Mexican, Restaurants, Seafood, Desserts","{'Monday': '6:30-15:0', 'Tuesday': '6:30-15:0', 'Wednesday': '6:30-15:0', 'Thursday': '6:30-15:0', 'Friday': '6:30-15:0', 'Saturday': '6:30-15:0', 'Sunday': '6:30-15:0'}",Mexican
132,134,210,31209,2pBNVsJo3a3CPbInUu9lvQ,Char West,221 Stearns Wharf,Santa Barbara,CA,93101,34.4097583,-119.6853378,3,134,"Restaurants, Fish & Chips, Food, Seafood, American (Traditional), Fast Food, Coffee & Tea, Breakfast & Brunch","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}",Fast Food
133,135,211,31391,1J0NIfmrSuV72KzhmYFxMA,Pane E Vino,1482 E Valley Rd,Montecito,CA,93108,34.438305,-119.633186,4,77,"Restaurants, Italian","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-21:0'}",Italian
134,136,212,31467,z6I4QVP1M1HXETgwD92XHg,Olio E Limone Ristorante,"11 W Victoria St, Ste 17",Santa Barbara,CA,93101,34.42299711,-119.7045224,4,488,"Restaurants, Italian","{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-21:30'}",Italian
135,137,213,31596,_T8tOBDr3NKNxd0yl5GwjA,Starbucks,7030 Marketplace Dr,Goleta,CA,93117,34.429522,-119.872441,3,113,"Coffee & Tea, Restaurants, Food","{'Monday': '5:0-21:0', 'Tuesday': '5:0-21:0', 'Wednesday': '5:0-21:0', 'Thursday': '5:0-21:0', 'Friday': '5:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}",Coffee
